0,3.575252914
1,4.105491206
2,3.903642437
3,4.472249106
4,4.297265105
5,4.388162636
6,4.04877416
7,4.442805577
8,4.332521236
9,3.944043771
10,3.64688011
11,3.970587294
12,3.86152502
13,4.653872166
14,4.145837601
15,3.753235722
16,5.044603255
17,4.018764299
18,3.602495014
19,4.684670843
20,3.569270138
21,4.305095455
22,4.143541316
23,4.408949544
24,4.532512433
25,4.283545793
26,3.937498907
27,4.250560513
28,3.483841531
29,3.159031388
30,5.018576103
31,4.077095461
32,4.448729597
33,4.680372507
34,3.38269609
35,3.338040567
36,5.28742858
37,3.826926722
38,4.986076788
39,4.704232257
40,3.207964596
41,4.516367448
42,4.239704191
43,4.774584465
44,3.626906074
45,3.998137288
46,4.666946873
47,4.032317023
48,3.675406411
49,2.96983418
50,4.208534596
51,3.552245603
52,3.689881459
53,4.101792596
54,4.102284704
55,4.740349296
56,4.087246819
57,4.591016501
58,4.066252095
59,4.351202926
60,3.434136087
61,4.051167527
62,4.896406435
63,3.441064934
64,3.947344906
65,4.27408721
66,4.466123846
67,3.357966698
68,4.301164547
69,3.561701274
70,4.099930333
71,4.485097592
72,4.341141908
73,4.21386942
74,3.747509785
75,4.137420045
76,3.989867483
77,3.33738773
78,4.168857952
79,3.757320997
80,3.814233898
81,4.699903142
82,3.995866621
83,3.334574096
84,3.082516234
85,4.015056518
86,4.460170226
87,4.083977596
88,3.600450986
89,3.974367894
90,4.065967254
91,3.69401581
92,4.164358271
93,4.074834248
94,3.559559231
95,4.107568704
96,4.072172761
97,4.390381073
98,4.35735633
99,4.908486935
100,8.908890315
101,8.411664567
102,9.064391727
103,9.070874362
104,8.628775688
105,9.375878325
106,9.073896838
107,9.574653604
108,7.855091672
109,8.492862087
110,8.899316976
111,8.825116174
112,8.798559048
113,9.076778212
114,8.721343641
115,9.014511745
116,9.203039986
117,8.931147439
118,9.531817339
119,8.024112483
120,9.05221724
121,9.854725822
122,9.256481517
123,9.098809397
124,8.679278054
